human_symbol,human_ensembl_id,mouse_symbol,mouse_ensembl_id,category,sources,evidence_score
DFFA,ENSG00000160049,Dffa,ENSMUSG00000028974,Anti-apoptotic,"GO_Anti_Human,Hallmark,KEGG,Reactome",4
DHCR24,ENSG00000116133,Dhcr24,ENSMUSG00000034926,Anti-apoptotic,GO_Anti_Human,1
DHRS2,ENSG00000100867,,,Anti-apoptotic,GO_Anti_Human,1
DIPK2A,ENSG00000181744,Dipk2a,ENSMUSG00000045414,Anti-apoptotic,GO_Anti_Human,1
DKK1,ENSG00000107984,Dkk1,ENSMUSG00000024868,Anti-apoptotic,GO_Anti_Human,1
DLL1,ENSG00000275555,Dll1,ENSMUSG00000014773,Anti-apoptotic,GO_Anti_Human,1
DNAJB6,ENSG00000105993,Dnajb6,ENSMUSG00000029131,Anti-apoptotic,GO_Anti_Human,1
DNAJC3,ENSG00000102580,Dnajc3,ENSMUSG00000022136,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
DNMT1,ENSG00000130816,Dnmt1,ENSMUSG00000004099,Anti-apoptotic,GO_Anti_Human,1
DPEP1,ENSG00000015413,Dpep1,ENSMUSG00000019278,Anti-apoptotic,GO_Anti_Human,1
DSTYK,ENSG00000133059,Dstyk,ENSMUSG00000042046,Anti-apoptotic,GO_Anti_Human,1
EGFR,ENSG00000146648,Egfr,ENSMUSG00000020122,Anti-apoptotic,GO_Anti_Human,1
EGR3,ENSG00000179388,Egr3,ENSMUSG00000033730,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
ENO1,ENSG00000074800,"Eno1,Eno1b",,Anti-apoptotic,GO_Anti_Human,1
EPO,ENSG00000130427,Epo,ENSMUSG00000029711,Anti-apoptotic,GO_Anti_Human,1
ERBB3,ENSG00000065361,Erbb3,ENSMUSG00000018166,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
ERC1,ENSG00000082805,Erc1,ENSMUSG00000030172,Anti-apoptotic,GO_Anti_Human,1
ERCC5,ENSG00000134899,Ercc5,ENSMUSG00000026048,Anti-apoptotic,GO_Anti_Human,1
EVI2B,ENSG00000291721,"Evi2,Evi2b",,Anti-apoptotic,GO_Anti_Human,1
EYA1,ENSG00000104313,Eya1,ENSMUSG00000025932,Anti-apoptotic,GO_Anti_Human,1
EYA2,ENSG00000064655,Eya2,ENSMUSG00000017897,Anti-apoptotic,GO_Anti_Human,1
EYA3,ENSG00000158161,Eya3,ENSMUSG00000028886,Anti-apoptotic,GO_Anti_Human,1
EYA4,ENSG00000112319,Eya4,ENSMUSG00000010461,Anti-apoptotic,GO_Anti_Human,1
FABP1,ENSG00000163586,Fabp1,ENSMUSG00000054422,Anti-apoptotic,GO_Anti_Human,1
FAIM,ENSG00000158234,Faim,ENSMUSG00000032463,Anti-apoptotic,GO_Anti_Human,1
FAIM2,ENSG00000135472,Faim2,ENSMUSG00000023011,Anti-apoptotic,GO_Anti_Human,1
FATE1,ENSG00000147378,,,Anti-apoptotic,GO_Anti_Human,1
FCMR,ENSG00000162894,Fcmr,ENSMUSG00000042474,Anti-apoptotic,GO_Anti_Human,1
FFAR4,ENSG00000186188,Ffar4,ENSMUSG00000054200,Anti-apoptotic,GO_Anti_Human,1
FGA,ENSG00000171560,Fga,ENSMUSG00000028001,Anti-apoptotic,GO_Anti_Human,1
FGB,ENSG00000171564,Fgb,ENSMUSG00000033831,Anti-apoptotic,GO_Anti_Human,1
FGF20,ENSG00000078579,Fgf20,ENSMUSG00000031603,Anti-apoptotic,GO_Anti_Human,1
FGG,ENSG00000171557,Fgg,ENSMUSG00000033860,Anti-apoptotic,GO_Anti_Human,1
FHL2,ENSG00000115641,Fhl2,ENSMUSG00000008136,Anti-apoptotic,GO_Anti_Human,1
FIGNL1,ENSG00000132436,Fignl1,ENSMUSG00000035455,Anti-apoptotic,GO_Anti_Human,1
FLNA,ENSG00000196924,Flna,ENSMUSG00000031328,Anti-apoptotic,GO_Anti_Human,1
FLT4,ENSG00000037280,Flt4,ENSMUSG00000020357,Anti-apoptotic,GO_Anti_Human,1
FMN2,ENSG00000155816,Fmn2,ENSMUSG00000028354,Anti-apoptotic,GO_Anti_Human,1
FOXB1,ENSG00000171956,Foxb1,ENSMUSG00000059246,Anti-apoptotic,GO_Anti_Human,1
FOXE3,ENSG00000186790,,,Anti-apoptotic,GO_Anti_Human,1
FOXP1,ENSG00000114861,,,Anti-apoptotic,GO_Anti_Human,1
FOXQ1,ENSG00000164379,Foxq1,ENSMUSG00000038415,Anti-apoptotic,GO_Anti_Human,1
FSTL1,ENSG00000163430,Fstl1,ENSMUSG00000022816,Anti-apoptotic,GO_Anti_Human,1
FXN,ENSG00000165060,Fxn,ENSMUSG00000059363,Anti-apoptotic,GO_Anti_Human,1
FZD3,ENSG00000104290,Fzd3,ENSMUSG00000007989,Anti-apoptotic,GO_Anti_Human,1
GAS6,ENSG00000183087,Gas6,ENSMUSG00000031451,Anti-apoptotic,GO_Anti_Human,1
GATA1,ENSG00000102145,Gata1,ENSMUSG00000031162,Anti-apoptotic,GO_Anti_Human,1
GATA2,ENSG00000179348,Gata2,ENSMUSG00000015053,Anti-apoptotic,GO_Anti_Human,1
GATA3,ENSG00000107485,Gata3,ENSMUSG00000015619,Anti-apoptotic,GO_Anti_Human,1
GATA4,ENSG00000285109,Gata4,ENSMUSG00000021944,Anti-apoptotic,GO_Anti_Human,1
GATA6,ENSG00000141448,Gata6,ENSMUSG00000005836,Anti-apoptotic,GO_Anti_Human,1
GCG,ENSG00000115263,,,Anti-apoptotic,GO_Anti_Human,1
GCLC,ENSG00000001084,Gclc,ENSMUSG00000032350,Anti-apoptotic,GO_Anti_Human,1
GDNF,ENSG00000168621,Gdnf,ENSMUSG00000022144,Anti-apoptotic,GO_Anti_Human,1
GHITM,ENSG00000165678,Ghitm,ENSMUSG00000041028,Anti-apoptotic,GO_Anti_Human,1
GHRL,ENSG00000157017,Ghrl,ENSMUSG00000064177,Anti-apoptotic,GO_Anti_Human,1
GLO1,ENSG00000124767,Glo1,ENSMUSG00000024026,Anti-apoptotic,GO_Anti_Human,1
GOLPH3,ENSG00000113384,Golph3,ENSMUSG00000022200,Anti-apoptotic,GO_Anti_Human,1
GPX1,ENSG00000233276,Gpx1,ENSMUSG00000063856,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
GREM1,ENSG00000276886,Grem1,ENSMUSG00000074934,Anti-apoptotic,GO_Anti_Human,1
GRK5,ENSG00000198873,Grk5,ENSMUSG00000003228,Anti-apoptotic,GO_Anti_Human,1
GSTP1,ENSG00000084207,"Gstp-ps,Gstp1,Gstp2",,Anti-apoptotic,GO_Anti_Human,1
HAND2,ENSG00000164107,Hand2,ENSMUSG00000038193,Anti-apoptotic,GO_Anti_Human,1
HAX1,ENSG00000143575,Hax1,ENSMUSG00000027944,Anti-apoptotic,GO_Anti_Human,1
HCK,ENSG00000101336,Hck,ENSMUSG00000003283,Anti-apoptotic,GO_Anti_Human,1
HCLS1,ENSG00000180353,Hcls1,ENSMUSG00000022831,Anti-apoptotic,GO_Anti_Human,1
HDAC1,ENSG00000116478,Hdac1,ENSMUSG00000028800,Anti-apoptotic,GO_Anti_Human,1
HDAC2,ENSG00000196591,Hdac2,ENSMUSG00000019777,Anti-apoptotic,GO_Anti_Human,1
HDAC3,ENSG00000171720,Hdac3,ENSMUSG00000024454,Anti-apoptotic,GO_Anti_Human,1
HERPUD1,ENSG00000051108,Herpud1,ENSMUSG00000031770,Anti-apoptotic,GO_Anti_Human,1
HGF,ENSG00000019991,Hgf,ENSMUSG00000028864,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
HIF1A,ENSG00000100644,Hif1a,ENSMUSG00000021109,Anti-apoptotic,GO_Anti_Human,1
HIGD1A,ENSG00000181061,Higd1a,ENSMUSG00000038412,Anti-apoptotic,GO_Anti_Human,1
HIGD2A,ENSG00000146066,Higd2a,ENSMUSG00000025868,Anti-apoptotic,GO_Anti_Human,1
HIPK3,ENSG00000110422,Hipk3,ENSMUSG00000027177,Anti-apoptotic,GO_Anti_Human,1
HMGN5,ENSG00000198157,,,Anti-apoptotic,GO_Anti_Human,1
HMOX1,ENSG00000100292,Hmox1,ENSMUSG00000005413,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
HNRNPK,ENSG00000165119,Hnrnpk,ENSMUSG00000021546,Anti-apoptotic,GO_Anti_Human,1
HPN,ENSG00000105707,Hpn,ENSMUSG00000001249,Anti-apoptotic,GO_Anti_Human,1
HSP90B1,ENSG00000166598,Hsp90b1,ENSMUSG00000020048,Anti-apoptotic,GO_Anti_Human,1
HSPA1A,ENSG00000234475,Hspa1a,ENSMUSG00000091971,Anti-apoptotic,GO_Anti_Human,1
HSPA1B,ENSG00000212866,Hspa1a,ENSMUSG00000091971,Anti-apoptotic,GO_Anti_Human,1
HSPA5,ENSG00000044574,Hspa5,ENSMUSG00000026864,Anti-apoptotic,GO_Anti_Human,1
HSPA9,ENSG00000113013,Hspa9,ENSMUSG00000024359,Anti-apoptotic,GO_Anti_Human,1
HSPB1,ENSG00000106211,Hspb1,ENSMUSG00000004951,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
HTATIP2,ENSG00000109854,Htatip2,ENSMUSG00000039745,Anti-apoptotic,GO_Anti_Human,1
HTR2B,ENSG00000135914,Htr2b,ENSMUSG00000026228,Anti-apoptotic,GO_Anti_Human,1
HYOU1,ENSG00000280682,Hyou1,ENSMUSG00000032115,Anti-apoptotic,GO_Anti_Human,1
HYPK,ENSG00000242028,Hypk,ENSMUSG00000027245,Anti-apoptotic,GO_Anti_Human,1
ICAM1,ENSG00000090339,Icam1,ENSMUSG00000037405,Anti-apoptotic,GO_Anti_Human,1
IFI6,ENSG00000126709,,,Anti-apoptotic,GO_Anti_Human,1
IFIT3,ENSG00000119917,"Ifit3,Ifit3b",,Anti-apoptotic,GO_Anti_Human,1
IGBP1,ENSG00000089289,Igbp1,ENSMUSG00000031221,Anti-apoptotic,GO_Anti_Human,1
IGF1,ENSG00000017427,Igf1,ENSMUSG00000020053,Anti-apoptotic,GO_Anti_Human,1
IGF1R,ENSG00000140443,Igf1r,ENSMUSG00000005533,Anti-apoptotic,GO_Anti_Human,1
IKBKB,ENSG00000104365,Ikbkb,ENSMUSG00000031537,Anti-apoptotic,"GO_Anti_Human,KEGG",2
IL11,ENSG00000095752,Il11,ENSMUSG00000004371,Anti-apoptotic,GO_Anti_Human,1
IL13,ENSG00000169194,Il13,ENSMUSG00000020383,Anti-apoptotic,GO_Anti_Human,1
IL1A,ENSG00000115008,Il1a,ENSMUSG00000027399,Anti-apoptotic,"GO_Anti_Human,Hallmark,KEGG",3
IL1B,ENSG00000125538,Il1b,ENSMUSG00000027398,Anti-apoptotic,"GO_Anti_Human,Hallmark,KEGG",3
IL2,ENSG00000109471,Il2,ENSMUSG00000027720,Anti-apoptotic,GO_Anti_Human,1
IL2RB,ENSG00000100385,Il2rb,ENSMUSG00000068227,Anti-apoptotic,GO_Anti_Human,1
IL31RA,ENSG00000164509,Il31ra,ENSMUSG00000050377,Anti-apoptotic,GO_Anti_Human,1
IL4,ENSG00000113520,Il4,ENSMUSG00000000869,Anti-apoptotic,GO_Anti_Human,1
IL6ST,ENSG00000134352,Il6st,ENSMUSG00000021756,Anti-apoptotic,GO_Anti_Human,1
IL7,ENSG00000104432,Il7,ENSMUSG00000040329,Anti-apoptotic,GO_Anti_Human,1
ING2,ENSG00000168556,Ing2,ENSMUSG00000063049,Anti-apoptotic,GO_Anti_Human,1
INS,ENSG00000254647,Ins2,ENSMUSG00000000215,Anti-apoptotic,GO_Anti_Human,1
IRAK1,ENSG00000184216,Irak1,ENSMUSG00000031392,Anti-apoptotic,"GO_Anti_Human,KEGG",2
IRF7,ENSG00000276561,Irf7,ENSMUSG00000025498,Anti-apoptotic,GO_Anti_Human,1
IRS2,ENSG00000185950,Irs2,ENSMUSG00000038894,Anti-apoptotic,GO_Anti_Human,1
ISL1,ENSG00000016082,Isl1,ENSMUSG00000042258,Anti-apoptotic,GO_Anti_Human,1
ITCH,ENSG00000078747,Itch,ENSMUSG00000027598,Anti-apoptotic,GO_Anti_Human,1
ITGA5,ENSG00000161638,Itga5,ENSMUSG00000000555,Anti-apoptotic,GO_Anti_Human,1
ITGAV,ENSG00000138448,Itgav,ENSMUSG00000027087,Anti-apoptotic,GO_Anti_Human,1
JAK3,ENSG00000105639,Jak3,ENSMUSG00000031805,Anti-apoptotic,GO_Anti_Human,1
KDM1A,ENSG00000004487,Kdm1a,ENSMUSG00000036940,Anti-apoptotic,GO_Anti_Human,1
KDM2B,ENSG00000089094,Kdm2b,ENSMUSG00000029475,Anti-apoptotic,GO_Anti_Human,1
KDR,ENSG00000128052,Kdr,ENSMUSG00000062960,Anti-apoptotic,GO_Anti_Human,1
KHDC3L,ENSG00000203908,Khdc3,ENSMUSG00000092622,Anti-apoptotic,GO_Anti_Human,1
KIF14,ENSG00000118193,Kif14,ENSMUSG00000041498,Anti-apoptotic,GO_Anti_Human,1
KLF4,ENSG00000136826,Klf4,ENSMUSG00000003032,Anti-apoptotic,GO_Anti_Human,1
KLHL20,ENSG00000076321,Klhl20,ENSMUSG00000026705,Anti-apoptotic,GO_Anti_Human,1
KRIT1,ENSG00000001631,Krit1,ENSMUSG00000000600,Anti-apoptotic,GO_Anti_Human,1
KRT18,ENSG00000111057,Krt18,ENSMUSG00000023043,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
LACRT,ENSG00000135413,,,Anti-apoptotic,GO_Anti_Human,1
LAMP3,ENSG00000078081,Lamp3,ENSMUSG00000041247,Anti-apoptotic,GO_Anti_Human,1
LAMTOR5,ENSG00000134248,Lamtor5,ENSMUSG00000087260,Anti-apoptotic,GO_Anti_Human,1
LEF1,ENSG00000138795,Lef1,ENSMUSG00000027985,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
LGALS3,ENSG00000131981,Lgals3,ENSMUSG00000050335,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
LGMN,ENSG00000100600,Lgmn,ENSMUSG00000021190,Anti-apoptotic,GO_Anti_Human,1
LIG4,ENSG00000174405,Lig4,ENSMUSG00000049717,Anti-apoptotic,GO_Anti_Human,1
LRP2,ENSG00000081479,Lrp2,ENSMUSG00000027070,Anti-apoptotic,GO_Anti_Human,1
LRP6,ENSG00000070018,Lrp6,ENSMUSG00000030201,Anti-apoptotic,GO_Anti_Human,1
LRRK2,ENSG00000188906,Lrrk2,ENSMUSG00000036273,Anti-apoptotic,GO_Anti_Human,1
LTF,ENSG00000012223,Ltf,ENSMUSG00000032496,Anti-apoptotic,GO_Anti_Human,1
LTK,ENSG00000062524,Ltk,ENSMUSG00000027297,Anti-apoptotic,GO_Anti_Human,1
MAD2L1,ENSG00000164109,Mad2l1,ENSMUSG00000029910,Anti-apoptotic,GO_Anti_Human,1
MAEA,ENSG00000090316,Maea,ENSMUSG00000079562,Anti-apoptotic,GO_Anti_Human,1
MAG,ENSG00000105695,Mag,ENSMUSG00000036634,Anti-apoptotic,GO_Anti_Human,1
MAGEA3,ENSG00000292186,,,Anti-apoptotic,GO_Anti_Human,1
MAP2K5,ENSG00000137764,Map2k5,ENSMUSG00000058444,Anti-apoptotic,GO_Anti_Human,1
MAP4K4,ENSG00000071054,Map4k4,ENSMUSG00000026074,Anti-apoptotic,GO_Anti_Human,1
MAPK1,ENSG00000100030,Mapk1,ENSMUSG00000063358,Anti-apoptotic,"GO_Anti_Human,Reactome",2
MAPK3,ENSG00000102882,Mapk3,ENSMUSG00000063065,Anti-apoptotic,"GO_Anti_Human,Reactome",2
MAPK7,ENSG00000166484,Mapk7,ENSMUSG00000001034,Anti-apoptotic,GO_Anti_Human,1
MAPK8IP2,ENSG00000008735,Mapk8ip2,ENSMUSG00000022619,Anti-apoptotic,GO_Anti_Human,1
MARCHF7,ENSG00000136536,Marchf7,ENSMUSG00000026977,Anti-apoptotic,GO_Anti_Human,1
MAZ,ENSG00000103495,Maz,ENSMUSG00000030678,Anti-apoptotic,GO_Anti_Human,1
MDK,ENSG00000110492,Mdk,ENSMUSG00000027239,Anti-apoptotic,GO_Anti_Human,1
MDM2,ENSG00000135679,Mdm2,ENSMUSG00000020184,Anti-apoptotic,GO_Anti_Human,1
MED1,ENSG00000125686,Med1,ENSMUSG00000018160,Anti-apoptotic,GO_Anti_Human,1
MERTK,ENSG00000153208,Mertk,ENSMUSG00000014361,Anti-apoptotic,GO_Anti_Human,1
MGMT,ENSG00000170430,Mgmt,ENSMUSG00000054612,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
MIEN1,ENSG00000141741,Mien1,ENSMUSG00000002580,Anti-apoptotic,GO_Anti_Human,1
MIF,ENSG00000276701,Mif,ENSMUSG00000033307,Anti-apoptotic,GO_Anti_Human,1
MMP9,ENSG00000100985,Mmp9,ENSMUSG00000017737,Anti-apoptotic,GO_Anti_Human,1
MPO,ENSG00000005381,Mpo,ENSMUSG00000009350,Anti-apoptotic,GO_Anti_Human,1
MPV17L,ENSG00000275543,Mpv17l,ENSMUSG00000022679,Anti-apoptotic,GO_Anti_Human,1
MRE11,ENSG00000020922,Mre11a,ENSMUSG00000031928,Anti-apoptotic,GO_Anti_Human,1
MSH2,ENSG00000095002,Msh2,ENSMUSG00000024151,Anti-apoptotic,GO_Anti_Human,1
MT3,ENSG00000087250,,,Anti-apoptotic,GO_Anti_Human,1
MTDH,ENSG00000147649,Mtdh,ENSMUSG00000022255,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L1,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L10,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L2,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L3,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L4,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L5,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L6,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L7,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L8,,,,Anti-apoptotic,GO_Anti_Human,1
MTRNR2L9,,,,Anti-apoptotic,GO_Anti_Human,1
MUC1,ENSG00000185499,,,Anti-apoptotic,GO_Anti_Human,1
MYD88,ENSG00000172936,Myd88,ENSMUSG00000032508,Anti-apoptotic,"GO_Anti_Human,KEGG",2
MYDGF,ENSG00000074842,Mydgf,ENSMUSG00000019579,Anti-apoptotic,GO_Anti_Human,1
MYO18A,ENSG00000196535,Myo18a,ENSMUSG00000000631,Anti-apoptotic,GO_Anti_Human,1
NAA15,ENSG00000164134,Naa15,ENSMUSG00000063273,Anti-apoptotic,GO_Anti_Human,1
NAA16,ENSG00000172766,Naa16,ENSMUSG00000022020,Anti-apoptotic,GO_Anti_Human,1
NAA35,ENSG00000135040,Naa35,ENSMUSG00000021555,Anti-apoptotic,GO_Anti_Human,1
NAA38,ENSG00000183011,Naa38,ENSMUSG00000059278,Anti-apoptotic,GO_Anti_Human,1
NAIP,ENSG00000249437,Naip2,ENSMUSG00000078945,Anti-apoptotic,GO_Anti_Human,1
NAT8,ENSG00000291479,Nat8,ENSMUSG00000030004,Anti-apoptotic,GO_Anti_Human,1
NAT8B,ENSG00000204872,Nat8f1,ENSMUSG00000057103,Anti-apoptotic,GO_Anti_Human,1
NCKAP1L,ENSG00000123338,Nckap1l,ENSMUSG00000022488,Anti-apoptotic,GO_Anti_Human,1
NDNF,ENSG00000173376,Ndnf,ENSMUSG00000049001,Anti-apoptotic,GO_Anti_Human,1
NDUFS3,ENSG00000213619,Ndufs3,ENSMUSG00000005510,Anti-apoptotic,GO_Anti_Human,1
NFATC4,ENSG00000285485,Nfatc4,ENSMUSG00000023411,Anti-apoptotic,GO_Anti_Human,1
NFE2L2,ENSG00000116044,Nfe2l2,ENSMUSG00000015839,Anti-apoptotic,GO_Anti_Human,1
NFKB1,ENSG00000109320,Nfkb1,ENSMUSG00000028163,Anti-apoptotic,"GO_Anti_Human,KEGG",2
NFKBIA,ENSG00000100906,Nfkbia,ENSMUSG00000021025,Anti-apoptotic,"GO_Anti_Human,KEGG",2
NIBAN2,ENSG00000136830,Niban2,ENSMUSG00000026796,Anti-apoptotic,GO_Anti_Human,1
NKX2-5,ENSG00000183072,Nkx2-5,ENSMUSG00000015579,Anti-apoptotic,GO_Anti_Human,1
NKX2-6,ENSG00000180053,Nkx2-6,ENSMUSG00000044186,Anti-apoptotic,GO_Anti_Human,1
NME2,ENSG00000243678,Nme2,ENSMUSG00000020857,Anti-apoptotic,GO_Anti_Human,1
NME5,ENSG00000112981,Nme5,ENSMUSG00000035984,Anti-apoptotic,GO_Anti_Human,1
NOC2L,ENSG00000188976,Noc2l,ENSMUSG00000095567,Anti-apoptotic,GO_Anti_Human,1
NOD2,ENSG00000167207,Nod2,ENSMUSG00000055994,Anti-apoptotic,GO_Anti_Human,1
NOL3,ENSG00000140939,Nol3,ENSMUSG00000014776,Anti-apoptotic,GO_Anti_Human,1
NONO,ENSG00000147140,Nono,ENSMUSG00000031311,Anti-apoptotic,GO_Anti_Human,1
NOS3,ENSG00000164867,Nos3,ENSMUSG00000028978,Anti-apoptotic,GO_Anti_Human,1
NOTCH1,ENSG00000148400,Notch1,ENSMUSG00000026923,Anti-apoptotic,GO_Anti_Human,1
NOTCH2,ENSG00000134250,Notch2,ENSMUSG00000027878,Anti-apoptotic,GO_Anti_Human,1
NPM1,ENSG00000181163,Npm1,ENSMUSG00000057113,Anti-apoptotic,GO_Anti_Human,1
NR1H4,ENSG00000012504,Nr1h4,ENSMUSG00000047638,Anti-apoptotic,GO_Anti_Human,1
NR4A2,ENSG00000153234,Nr4a2,ENSMUSG00000026826,Anti-apoptotic,GO_Anti_Human,1
NRBP2,ENSG00000185189,,,Anti-apoptotic,GO_Anti_Human,1
NTF3,ENSG00000185652,Ntf3,ENSMUSG00000049107,Anti-apoptotic,GO_Anti_Human,1
NTF4,ENSG00000225950,Ntf5,ENSMUSG00000074121,Anti-apoptotic,GO_Anti_Human,1
NTRK1,ENSG00000198400,Ntrk1,ENSMUSG00000028072,Anti-apoptotic,"GO_Anti_Human,KEGG",2
NTRK2,ENSG00000148053,Ntrk2,ENSMUSG00000055254,Anti-apoptotic,GO_Anti_Human,1
NTSR1,ENSG00000101188,Ntsr1,ENSMUSG00000027568,Anti-apoptotic,GO_Anti_Human,1
NUAK2,ENSG00000163545,Nuak2,ENSMUSG00000009772,Anti-apoptotic,GO_Anti_Human,1
NUGGC,ENSG00000189233,Nuggc,ENSMUSG00000061356,Anti-apoptotic,GO_Anti_Human,1
NUP62,ENSG00000213024,Nup62,ENSMUSG00000109511,Anti-apoptotic,GO_Anti_Human,1
OPA1,ENSG00000198836,Opa1,ENSMUSG00000038084,Anti-apoptotic,GO_Anti_Human,1
OPN3,ENSG00000054277,Opn3,ENSMUSG00000026525,Anti-apoptotic,GO_Anti_Human,1
ORMDL3,ENSG00000172057,Ormdl3,ENSMUSG00000038150,Anti-apoptotic,GO_Anti_Human,1
OSR1,ENSG00000143867,Osr1,ENSMUSG00000048387,Anti-apoptotic,GO_Anti_Human,1
PA2G4,ENSG00000170515,Pa2g4,ENSMUSG00000025364,Anti-apoptotic,GO_Anti_Human,1
PAGE4,ENSG00000101951,,,Anti-apoptotic,GO_Anti_Human,1
PAK4,ENSG00000130669,Pak4,ENSMUSG00000030602,Anti-apoptotic,GO_Anti_Human,1
PARK7,ENSG00000116288,Park7,ENSMUSG00000028964,Anti-apoptotic,GO_Anti_Human,1
PAX2,ENSG00000075891,Pax2,ENSMUSG00000004231,Anti-apoptotic,GO_Anti_Human,1
PAX7,ENSG00000009709,Pax7,ENSMUSG00000028736,Anti-apoptotic,GO_Anti_Human,1
PCID2,ENSG00000126226,Pcid2,ENSMUSG00000038542,Anti-apoptotic,GO_Anti_Human,1
PDCD10,ENSG00000114209,Pdcd10,ENSMUSG00000027835,Anti-apoptotic,GO_Anti_Human,1
PDK4,ENSG00000004799,Pdk4,ENSMUSG00000019577,Anti-apoptotic,GO_Anti_Human,1
PDPK1,ENSG00000140992,Pdpk1,ENSMUSG00000024122,Anti-apoptotic,GO_Anti_Human,1
PDPN,ENSG00000162493,Pdpn,ENSMUSG00000028583,Anti-apoptotic,GO_Anti_Human,1
PEA15,ENSG00000162734,Pea15a,ENSMUSG00000013698,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
PELI3,ENSG00000174516,Peli3,ENSMUSG00000024901,Anti-apoptotic,GO_Anti_Human,1
PF4,ENSG00000163737,Pf4,ENSMUSG00000029373,Anti-apoptotic,GO_Anti_Human,1
PHB2,ENSG00000215021,Phb2,ENSMUSG00000004264,Anti-apoptotic,GO_Anti_Human,1
PHIP,ENSG00000146247,Phip,ENSMUSG00000032253,Anti-apoptotic,GO_Anti_Human,1
PIH1D1,ENSG00000104872,Pih1d1,ENSMUSG00000003423,Anti-apoptotic,GO_Anti_Human,1
PIK3CA,ENSG00000121879,Pik3ca,ENSMUSG00000027665,Anti-apoptotic,"GO_Anti_Human,KEGG",2
PIK3R1,ENSG00000145675,Pik3r1,ENSMUSG00000041417,Anti-apoptotic,"GO_Anti_Human,KEGG",2
PIM1,ENSG00000137193,Pim1,ENSMUSG00000024014,Anti-apoptotic,GO_Anti_Human,1
PIM2,ENSG00000102096,Pim2,ENSMUSG00000031155,Anti-apoptotic,GO_Anti_Human,1
PIM3,ENSG00000198355,Pim3,ENSMUSG00000035828,Anti-apoptotic,GO_Anti_Human,1
PINK1,ENSG00000158828,Pink1,ENSMUSG00000028756,Anti-apoptotic,GO_Anti_Human,1
PIP,ENSG00000159763,Pip,ENSMUSG00000058499,Anti-apoptotic,GO_Anti_Human,1
PKHD1,ENSG00000170927,Pkhd1,ENSMUSG00000043760,Anti-apoptotic,GO_Anti_Human,1
PLA2G3,ENSG00000100078,Pla2g3,ENSMUSG00000034579,Anti-apoptotic,GO_Anti_Human,1
PLAUR,ENSG00000011422,Plaur,ENSMUSG00000046223,Anti-apoptotic,GO_Anti_Human,1
PLK1,ENSG00000166851,Plk1,ENSMUSG00000030867,Anti-apoptotic,GO_Anti_Human,1
PLK2,ENSG00000145632,Plk2,ENSMUSG00000021701,Anti-apoptotic,GO_Anti_Human,1
PLK3,ENSG00000173846,Plk3,ENSMUSG00000028680,Anti-apoptotic,GO_Anti_Human,1
POU3F3,ENSG00000198914,Pou3f3,ENSMUSG00000045515,Anti-apoptotic,GO_Anti_Human,1
POU3F4,ENSG00000196767,Pou3f4,ENSMUSG00000056854,Anti-apoptotic,GO_Anti_Human,1
POU4F1,ENSG00000152192,Pou4f1,ENSMUSG00000048349,Anti-apoptotic,GO_Anti_Human,1
PPARA,ENSG00000186951,Ppara,ENSMUSG00000022383,Anti-apoptotic,GO_Anti_Human,1
PPARGC1A,ENSG00000109819,Ppargc1a,ENSMUSG00000029167,Anti-apoptotic,GO_Anti_Human,1
PPIA,ENSG00000196262,Ppia,ENSMUSG00000071866,Anti-apoptotic,GO_Anti_Human,1
PPIF,ENSG00000108179,Ppif,ENSMUSG00000021868,Anti-apoptotic,GO_Anti_Human,1
PPP1R10,ENSG00000230995,Ppp1r10,ENSMUSG00000039220,Anti-apoptotic,GO_Anti_Human,1
PPT1,ENSG00000131238,Ppt1,ENSMUSG00000028657,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
PRAME,ENSG00000185686,,,Anti-apoptotic,GO_Anti_Human,1
PRAP1,ENSG00000165828,Prap1,ENSMUSG00000025467,Anti-apoptotic,GO_Anti_Human,1
PRDM9,ENSG00000292167,Prdm9,ENSMUSG00000051977,Anti-apoptotic,GO_Anti_Human,1
